epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,84.6662,1.87861,2.52658,1.97294,0.63445,0.57894,0.60698,0.51591,1.23417,14.1634,1.90869,0.000241192,0.000241192,0.000241192
16,90.138,1.77122,2.13564,1.84519,0.73181,0.75,0.82266,0.73197,1.19608,16.7939,1.92661,0.00025545,0.00025545,0.00025545
17,94.9945,1.82617,2.3616,1.92466,0.74965,0.75,0.89629,0.79204,1.25919,17.2157,1.95343,0.000269312,0.000269312,0.000269312
18,100.011,1.7617,2.23858,1.89213,0.74965,0.75,0.89629,0.79204,1.25919,17.2157,1.95343,0.000282778,0.000282778,0.000282778
19,105.289,1.69174,2.30599,1.8685,0.83438,0.75,0.9159,0.796,1.28258,12.8114,1.95069,0.000295848,0.000295848,0.000295848
20,110.055,2.04748,2.24008,1.92861,0.83438,0.75,0.9159,0.796,1.28258,12.8114,1.95069,0.000308522,0.000308522,0.000308522
21,115.12,1.81693,1.91839,1.84965,0.73615,0.6992,0.82341,0.68305,1.3887,9.30636,1.96426,0.0003208,0.0003208,0.0003208
22,120.309,1.99533,2.03526,1.91275,0.73615,0.6992,0.82341,0.68305,1.3887,9.30636,1.96426,0.000332682,0.000332682,0.000332682
23,125.341,1.76466,1.75788,1.88595,0.79262,0.66667,0.78765,0.6135,1.65187,6.87028,2.00288,0.000344168,0.000344168,0.000344168
24,130.102,1.92792,1.88635,1.87029,0.79262,0.66667,0.78765,0.6135,1.65187,6.87028,2.00288,0.000355258,0.000355258,0.000355258
25,135.012,1.88038,1.81677,1.85633,0.95704,0.66667,0.80908,0.63397,1.60073,5.05663,1.93559,0.000365952,0.000365952,0.000365952
26,139.877,1.93537,2.311,1.94877,0.95704,0.66667,0.80908,0.63397,1.60073,5.05663,1.93559,0.00037625,0.00037625,0.00037625
27,144.926,1.7935,1.58291,1.84297,0.8375,0.58333,0.7491,0.61936,1.19939,4.6368,1.85185,0.000386152,0.000386152,0.000386152
28,150.162,1.91743,1.83383,1.88878,0.8375,0.58333,0.7491,0.61936,1.19939,4.6368,1.85185,0.000395658,0.000395658,0.000395658
29,155.139,1.8063,1.70943,1.87447,0.83625,0.75,0.84133,0.68155,1.43355,4.44816,1.95079,0.000404768,0.000404768,0.000404768
30,161.227,1.90897,1.72036,1.86737,0.83625,0.75,0.84133,0.68155,1.43355,4.44816,1.95079,0.000413482,0.000413482,0.000413482
31,168.17,1.93158,1.63871,1.87214,0.73833,0.66667,0.73964,0.59394,1.28961,4.16812,1.92311,0.0004218,0.0004218,0.0004218
32,175.139,1.81616,1.45086,1.93114,0.73833,0.66667,0.73964,0.59394,1.28961,4.16812,1.92311,0.000429722,0.000429722,0.000429722
33,181.674,1.77074,1.69222,1.943,1,0.73352,0.84515,0.72588,1.35769,3.12996,2.112,0.000437248,0.000437248,0.000437248
34,188.564,1.80186,1.49462,1.86636,1,0.73352,0.84515,0.72588,1.35769,3.12996,2.112,0.000444378,0.000444378,0.000444378
35,195.62,1.82077,1.50171,1.91074,0.70388,0.5952,0.70064,0.56098,1.64814,4.9792,2.22616,0.000451112,0.000451112,0.000451112
36,202.455,1.63341,1.29032,1.86998,0.70388,0.5952,0.70064,0.56098,1.64814,4.9792,2.22616,0.00045745,0.00045745,0.00045745
37,209.673,1.97959,1.37084,1.89292,0.44243,0.75,0.62548,0.46407,1.52459,6.84744,2.11126,0.000463392,0.000463392,0.000463392
38,216.196,1.74425,1.39667,1.90687,0.44243,0.75,0.62548,0.46407,1.52459,6.84744,2.11126,0.000468938,0.000468938,0.000468938
39,222.788,1.78254,1.39605,1.9306,0.20894,0.83333,0.23048,0.20322,1.33051,12.4782,1.99154,0.000474088,0.000474088,0.000474088
40,229.903,1.88593,1.36969,1.8505,0.20894,0.83333,0.23048,0.20322,1.33051,12.4782,1.99154,0.000478842,0.000478842,0.000478842
41,236.984,1.77359,1.25057,1.80762,0.16198,0.66667,0.17157,0.14715,1.19024,16.9916,1.89332,0.0004832,0.0004832,0.0004832
42,244.053,1.72816,1.14032,1.86205,0.16198,0.66667,0.17157,0.14715,1.19024,16.9916,1.89332,0.000487162,0.000487162,0.000487162
43,251.169,1.73177,1.21275,1.86506,0.15706,0.75,0.15538,0.13277,1.25063,17.7317,1.89157,0.000490728,0.000490728,0.000490728
44,257.902,1.91094,1.26767,1.794,0.15706,0.75,0.15538,0.13277,1.25063,17.7317,1.89157,0.000493898,0.000493898,0.000493898
45,264.484,1.73917,1.22234,1.82411,0.27714,1,0.31033,0.26291,1.18302,7.43666,1.88282,0.000496672,0.000496672,0.000496672
46,271.209,1.65397,1.1933,1.8406,0.27714,1,0.31033,0.26291,1.18302,7.43666,1.88282,0.00049905,0.00049905,0.00049905
47,278.397,1.62956,1.17571,1.76646,0.68869,1,0.79647,0.6867,1.06227,2.61875,1.85155,0.000501032,0.000501032,0.000501032
48,284.234,1.64223,1.48718,1.84308,0.68869,1,0.79647,0.6867,1.06227,2.61875,1.85155,0.000502618,0.000502618,0.000502618
49,289.373,2.00976,1.15341,1.82096,0.99291,1,0.995,0.87153,0.98918,1.40848,1.78224,0.000503808,0.000503808,0.000503808
50,294.063,1.79213,1.10146,1.82374,0.99291,1,0.995,0.87153,0.98918,1.40848,1.78224,0.000504602,0.000504602,0.000504602
51,299.084,1.64305,1.10013,1.80684,0.99433,1,0.995,0.88369,1.08021,1.32538,1.79651,0.000505,0.000505,0.000505
52,304.158,1.70437,1.18749,1.80317,0.99433,1,0.995,0.88369,1.08021,1.32538,1.79651,0.000505002,0.000505002,0.000505002
53,309.154,1.54833,1.02313,1.82039,0.99433,1,0.995,0.88369,1.08021,1.32538,1.79651,0.000504608,0.000504608,0.000504608
54,314.096,1.57283,1.06501,1.85045,0.99454,1,0.995,0.86748,1.09481,1.21961,1.82856,0.000503818,0.000503818,0.000503818
55,318.784,1.54,1.07463,1.75507,0.99454,1,0.995,0.86748,1.09481,1.21961,1.82856,0.000502632,0.000502632,0.000502632
56,323.453,1.58515,1.05593,1.80733,0.99454,1,0.995,0.86748,1.09481,1.21961,1.82856,0.00050105,0.00050105,0.00050105
57,328.485,1.48426,0.98826,1.75355,0.99383,1,0.995,0.8507,1.17328,1.16039,1.89872,0.000499072,0.000499072,0.000499072
58,333.314,1.63694,1.0628,1.81551,0.99383,1,0.995,0.8507,1.17328,1.16039,1.89872,0.000496698,0.000496698,0.000496698
59,338.018,1.6025,1.09898,1.88085,0.99383,1,0.995,0.8507,1.17328,1.16039,1.89872,0.000493928,0.000493928,0.000493928
60,343.152,1.5949,1.04685,1.80813,1,0.9983,0.995,0.84729,1.29831,1.10315,1.88405,0.000490762,0.000490762,0.000490762
61,347.989,1.54229,0.97255,1.81453,1,0.9983,0.995,0.84729,1.29831,1.10315,1.88405,0.0004872,0.0004872,0.0004872
62,352.822,1.66833,1.05128,1.80575,1,0.9983,0.995,0.84729,1.29831,1.10315,1.88405,0.000483242,0.000483242,0.000483242
63,358.189,1.56816,1.01478,1.74792,1,0.99321,0.995,0.84574,1.30184,0.94652,1.87266,0.000478888,0.000478888,0.000478888
64,364.869,1.52365,0.93713,1.73319,1,0.99321,0.995,0.84574,1.30184,0.94652,1.87266,0.000474138,0.000474138,0.000474138
65,371.636,1.90039,1.15673,1.82302,1,0.99321,0.995,0.84574,1.30184,0.94652,1.87266,0.000468992,0.000468992,0.000468992
66,378.006,1.51418,1.08061,1.86086,1,0.99766,0.995,0.88147,1.20507,0.82572,1.882,0.00046345,0.00046345,0.00046345
67,384.752,1.68394,1.06406,1.76163,1,0.99766,0.995,0.88147,1.20507,0.82572,1.882,0.000457512,0.000457512,0.000457512
68,391.22,1.5638,0.92043,1.75277,1,0.99766,0.995,0.88147,1.20507,0.82572,1.882,0.000451178,0.000451178,0.000451178
69,397.925,1.41737,0.93734,1.80182,1,0.99084,0.995,0.87721,1.14387,0.80501,1.84579,0.000444448,0.000444448,0.000444448
70,404.525,1.48991,0.97496,1.78843,1,0.99084,0.995,0.87721,1.14387,0.80501,1.84579,0.000437322,0.000437322,0.000437322
71,411.697,1.73843,1.00827,1.77092,1,0.99084,0.995,0.87721,1.14387,0.80501,1.84579,0.0004298,0.0004298,0.0004298
72,417.036,1.60166,0.94215,1.78977,1,0.99458,0.995,0.89149,1.06197,0.79453,1.82794,0.000421882,0.000421882,0.000421882
73,422.166,1.41096,0.96385,1.74128,1,0.99458,0.995,0.89149,1.06197,0.79453,1.82794,0.000413568,0.000413568,0.000413568
74,427.145,1.56245,0.98063,1.80549,1,0.99458,0.995,0.89149,1.06197,0.79453,1.82794,0.000404858,0.000404858,0.000404858
75,431.964,1.47088,0.95686,1.77199,1,0.9873,0.995,0.89581,1.01585,0.80865,1.80836,0.000395752,0.000395752,0.000395752
76,437.022,1.52432,0.95842,1.81236,1,0.9873,0.995,0.89581,1.01585,0.80865,1.80836,0.00038625,0.00038625,0.00038625
77,442.171,1.45958,0.94105,1.77598,1,0.9873,0.995,0.89581,1.01585,0.80865,1.80836,0.000376352,0.000376352,0.000376352
78,447.002,1.34016,0.87968,1.71647,0.99431,1,0.995,0.87404,1.10749,0.68839,1.82237,0.000366058,0.000366058,0.000366058
79,451.53,1.37841,1.03427,1.8556,0.99431,1,0.995,0.87404,1.10749,0.68839,1.82237,0.000355368,0.000355368,0.000355368
80,456.333,1.41971,0.87655,1.82728,0.99431,1,0.995,0.87404,1.10749,0.68839,1.82237,0.000344282,0.000344282,0.000344282
81,461.305,1.67612,0.99348,1.73425,0.99683,1,0.995,0.85743,1.21789,0.69229,1.83123,0.0003328,0.0003328,0.0003328
82,465.776,1.21468,0.82391,1.8011,0.99683,1,0.995,0.85743,1.21789,0.69229,1.83123,0.000320922,0.000320922,0.000320922
83,470.514,1.31769,0.8285,1.74151,0.99683,1,0.995,0.85743,1.21789,0.69229,1.83123,0.000308648,0.000308648,0.000308648
84,475.213,1.35687,0.86245,1.76176,0.99549,1,0.995,0.84215,1.25302,0.68239,1.83947,0.000295978,0.000295978,0.000295978
85,480.301,1.43082,0.98033,1.7325,0.99549,1,0.995,0.84215,1.25302,0.68239,1.83947,0.000282912,0.000282912,0.000282912
86,484.818,1.28116,0.89138,1.80791,0.99549,1,0.995,0.84215,1.25302,0.68239,1.83947,0.00026945,0.00026945,0.00026945
87,489.501,1.25943,0.8368,1.79001,0.99549,1,0.995,0.84215,1.25302,0.68239,1.83947,0.000255592,0.000255592,0.000255592
88,494.457,1.38391,0.89196,1.75728,0.99529,1,0.995,0.86064,1.22868,0.65327,1.82824,0.000241338,0.000241338,0.000241338
89,499.33,1.32445,0.89381,1.71828,0.99529,1,0.995,0.86064,1.22868,0.65327,1.82824,0.000226688,0.000226688,0.000226688
90,503.998,1.25731,0.87386,1.74508,0.99529,1,0.995,0.86064,1.22868,0.65327,1.82824,0.000211642,0.000211642,0.000211642
91,508.895,1.34992,0.84164,1.7025,0.99529,1,0.995,0.86064,1.22868,0.65327,1.82824,0.0001962,0.0001962,0.0001962
92,513.408,1.33,0.82153,1.76039,0.99503,1,0.995,0.86941,1.17588,0.64203,1.81452,0.000180362,0.000180362,0.000180362
93,518.004,1.34919,0.82764,1.72403,0.99503,1,0.995,0.86941,1.17588,0.64203,1.81452,0.000164128,0.000164128,0.000164128
94,522.762,1.22447,0.79909,1.67814,0.99503,1,0.995,0.86941,1.17588,0.64203,1.81452,0.000147498,0.000147498,0.000147498
95,527.489,1.25336,0.7937,1.6572,0.99503,1,0.995,0.86941,1.17588,0.64203,1.81452,0.000130472,0.000130472,0.000130472
96,532.215,1.21216,0.82671,1.71818,0.99662,1,0.995,0.86959,1.09323,0.6518,1.7979,0.00011305,0.00011305,0.00011305
97,536.858,1.11611,0.73227,1.64344,0.99662,1,0.995,0.86959,1.09323,0.6518,1.7979,9.5232e-05,9.5232e-05,9.5232e-05
98,541.249,1.15022,0.77227,1.63567,0.99662,1,0.995,0.86959,1.09323,0.6518,1.7979,7.7018e-05,7.7018e-05,7.7018e-05
99,545.686,1.24539,0.8127,1.69556,0.99662,1,0.995,0.86959,1.09323,0.6518,1.7979,5.8408e-05,5.8408e-05,5.8408e-05
100,550.231,1.06518,0.72405,1.66339,0.99558,1,0.995,0.87236,1.07249,0.63322,1.7927,3.9402e-05,3.9402e-05,3.9402e-05
