epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,60.6456,3.85833,2.47969,3.86456,0,0,0,0,4.55842,3.84534,4.25803,0.000747152,0.000747152,0.000747152
26,62.5701,4.09329,2.39134,3.75271,0,0,0,0,4.55842,3.84534,4.25803,0.00076755,0.00076755,0.00076755
27,64.4784,3.9609,2.42024,3.75602,0,0,0,0,4.55842,3.84534,4.25803,0.000787156,0.000787156,0.000787156
28,66.49,3.94691,2.4415,3.74848,0,0,0,0,4.55842,3.84534,4.25803,0.00080597,0.00080597,0.00080597
29,68.488,4.42104,2.2505,3.67477,0,0,0,0,4.55842,3.84534,4.25803,0.000823992,0.000823992,0.000823992
30,70.4856,4.15327,2.48509,3.76098,0,0,0,0,4.66374,3.90995,4.3486,0.000841222,0.000841222,0.000841222
31,72.3781,3.82447,2.16757,3.68492,0,0,0,0,4.66374,3.90995,4.3486,0.00085766,0.00085766,0.00085766
32,74.2864,3.73681,2.20796,3.65482,0,0,0,0,4.66374,3.90995,4.3486,0.000873306,0.000873306,0.000873306
33,76.2358,3.85683,2.19675,3.69927,0,0,0,0,4.66374,3.90995,4.3486,0.00088816,0.00088816,0.00088816
34,78.1666,3.86711,2.22317,3.65891,0,0,0,0,4.66374,3.90995,4.3486,0.000902222,0.000902222,0.000902222
35,80.1332,3.96705,2.14338,3.67323,0,0,0,0,4.66374,3.90995,4.3486,0.000915492,0.000915492,0.000915492
36,82.2258,4.0005,2.17936,3.65933,0,0,0,0,4.74041,4.00439,4.43135,0.00092797,0.00092797,0.00092797
37,84.1856,3.90529,2.07974,3.49331,0,0,0,0,4.74041,4.00439,4.43135,0.000939656,0.000939656,0.000939656
38,86.1463,3.71443,2.1168,3.59293,0,0,0,0,4.74041,4.00439,4.43135,0.00095055,0.00095055,0.00095055
39,88.1891,3.95941,2.17704,3.64189,0,0,0,0,4.74041,4.00439,4.43135,0.000960652,0.000960652,0.000960652
40,90.0877,3.71685,2.0703,3.60573,0,0,0,0,4.74041,4.00439,4.43135,0.000969962,0.000969962,0.000969962
41,92.0173,3.67552,1.98166,3.52342,0,0,0,0,4.74041,4.00439,4.43135,0.00097848,0.00097848,0.00097848
42,93.9597,3.78483,2.29248,3.69264,0,0,0,0,4.74041,4.00439,4.43135,0.000986206,0.000986206,0.000986206
43,96.0053,3.76767,2.06188,3.52697,0,0,0,0,4.76121,4.11649,4.46598,0.00099314,0.00099314,0.00099314
44,97.9029,3.52433,1.90698,3.50514,0,0,0,0,4.76121,4.11649,4.46598,0.000999282,0.000999282,0.000999282
45,99.7994,3.4312,2.20666,3.65028,0,0,0,0,4.76121,4.11649,4.46598,0.00100463,0.00100463,0.00100463
46,101.8,4.06343,1.96228,3.40727,0,0,0,0,4.76121,4.11649,4.46598,0.00100919,0.00100919,0.00100919
47,103.635,3.40438,1.90275,3.50196,0,0,0,0,4.76121,4.11649,4.46598,0.00101296,0.00101296,0.00101296
48,105.559,4.16682,1.91592,3.37306,0,0,0,0,4.76121,4.11649,4.46598,0.00101593,0.00101593,0.00101593
49,107.451,3.76244,1.99868,3.45626,0,0,0,0,4.76121,4.11649,4.46598,0.00101811,0.00101811,0.00101811
50,109.345,3.57313,1.95324,3.5248,0,0,0,0,4.76121,4.11649,4.46598,0.0010195,0.0010195,0.0010195
51,111.326,3.57097,1.947,3.45012,0,0,0,0,4.66436,4.16897,4.35878,0.00101,0.00101,0.00101
52,113.266,3.78208,1.91748,3.36102,0,0,0,0,4.66436,4.16897,4.35878,0.0009902,0.0009902,0.0009902
53,115.23,3.74396,2.05642,3.42771,0,0,0,0,4.66436,4.16897,4.35878,0.0009704,0.0009704,0.0009704
54,117.189,3.53208,1.93279,3.47345,0,0,0,0,4.66436,4.16897,4.35878,0.0009506,0.0009506,0.0009506
55,119.693,3.55577,1.8339,3.33549,0,0,0,0,4.66436,4.16897,4.35878,0.0009308,0.0009308,0.0009308
56,122.372,3.53192,1.91297,3.44605,0,0,0,0,4.66436,4.16897,4.35878,0.000911,0.000911,0.000911
57,124.943,3.57693,1.83639,3.35521,0,0,0,0,4.66436,4.16897,4.35878,0.0008912,0.0008912,0.0008912
58,127.57,3.82484,1.8323,3.31807,0,0,0,0,4.66436,4.16897,4.35878,0.0008714,0.0008714,0.0008714
59,130.461,3.54932,1.93704,3.46083,0,0,0,0,4.42052,4.04669,4.17574,0.0008516,0.0008516,0.0008516
60,133.047,3.28836,2.25539,3.6011,0,0,0,0,4.42052,4.04669,4.17574,0.0008318,0.0008318,0.0008318
61,135.762,3.45362,1.82433,3.32727,0,0,0,0,4.42052,4.04669,4.17574,0.000812,0.000812,0.000812
62,138.373,3.30198,1.99552,3.4305,0,0,0,0,4.42052,4.04669,4.17574,0.0007922,0.0007922,0.0007922
63,141.045,3.46599,1.95207,3.3544,0,0,0,0,4.42052,4.04669,4.17574,0.0007724,0.0007724,0.0007724
64,144.006,3.64256,1.89825,3.27252,0,0,0,0,4.42052,4.04669,4.17574,0.0007526,0.0007526,0.0007526
65,146.977,3.38484,2.00807,3.44528,0,0,0,0,4.42052,4.04669,4.17574,0.0007328,0.0007328,0.0007328
66,150.047,3.30051,1.93981,3.32808,0,0,0,0,4.42052,4.04669,4.17574,0.000713,0.000713,0.000713
67,153.07,3.18244,2.09184,3.51816,0,0,0,0,4.03529,3.69224,4.03262,0.0006932,0.0006932,0.0006932
68,53835.8,3.60193,1.88572,3.34491,0,0,0,0,4.03529,3.69224,4.03262,0.0006734,0.0006734,0.0006734
69,53839.6,3.47027,1.78677,3.18773,0,0,0,0,4.03529,3.69224,4.03262,0.0006536,0.0006536,0.0006536
70,73109.5,3.30909,1.95659,3.33803,0,0,0,0,4.03529,3.69224,4.03262,0.0006338,0.0006338,0.0006338
71,73113,3.51429,1.81155,3.20209,0,0,0,0,4.03529,3.69224,4.03262,0.000614,0.000614,0.000614
72,73115.6,3.25758,1.7887,3.3056,0,0,0,0,4.03529,3.69224,4.03262,0.0005942,0.0005942,0.0005942
73,73119.1,3.31713,1.86913,3.33794,0,0,0,0,4.03529,3.69224,4.03262,0.0005744,0.0005744,0.0005744
74,73122.1,3.51076,1.83086,3.1428,0,0,0,0,4.03529,3.69224,4.03262,0.0005546,0.0005546,0.0005546
75,73124.8,3.31104,1.84136,3.30809,0.02667,0.66667,0.04871,0.01106,3.63659,3.22984,3.93979,0.0005348,0.0005348,0.0005348
76,73127.6,3.25992,2.08682,3.37905,0.02667,0.66667,0.04871,0.01106,3.63659,3.22984,3.93979,0.000515,0.000515,0.000515
77,73129.8,3.34421,1.78199,3.19134,0.02667,0.66667,0.04871,0.01106,3.63659,3.22984,3.93979,0.0004952,0.0004952,0.0004952
78,73132.3,3.37448,1.85369,3.09482,0.02667,0.66667,0.04871,0.01106,3.63659,3.22984,3.93979,0.0004754,0.0004754,0.0004754
79,73134.7,3.42777,1.86285,3.30066,0.02667,0.66667,0.04871,0.01106,3.63659,3.22984,3.93979,0.0004556,0.0004556,0.0004556
80,73137.1,3.71861,1.76262,3.16384,0.02667,0.66667,0.04871,0.01106,3.63659,3.22984,3.93979,0.0004358,0.0004358,0.0004358
81,73139.1,3.30893,1.89949,3.29064,0.02667,0.66667,0.04871,0.01106,3.63659,3.22984,3.93979,0.000416,0.000416,0.000416
82,73141.1,3.21422,1.83062,3.30836,0.02667,0.66667,0.04871,0.01106,3.63659,3.22984,3.93979,0.0003962,0.0003962,0.0003962
83,73142.9,3.25387,1.88412,3.32148,0.06504,0.25,0.08405,0.01876,3.44285,2.84019,3.8769,0.0003764,0.0003764,0.0003764
84,73144.9,3.52704,1.75669,3.07821,0.06504,0.25,0.08405,0.01876,3.44285,2.84019,3.8769,0.0003566,0.0003566,0.0003566
85,73146.7,3.23196,1.99173,3.27301,0.06504,0.25,0.08405,0.01876,3.44285,2.84019,3.8769,0.0003368,0.0003368,0.0003368
86,73148.9,3.25642,1.82382,3.18549,0.06504,0.25,0.08405,0.01876,3.44285,2.84019,3.8769,0.000317,0.000317,0.000317
87,73150.8,3.1321,1.80508,3.23864,0.06504,0.25,0.08405,0.01876,3.44285,2.84019,3.8769,0.0002972,0.0002972,0.0002972
88,73152.8,3.32968,1.8358,3.11776,0.06504,0.25,0.08405,0.01876,3.44285,2.84019,3.8769,0.0002774,0.0002774,0.0002774
89,73154.5,3.04514,1.90395,3.30152,0.06504,0.25,0.08405,0.01876,3.44285,2.84019,3.8769,0.0002576,0.0002576,0.0002576
90,73156.4,3.30539,1.75454,3.16653,0.06504,0.25,0.08405,0.01876,3.44285,2.84019,3.8769,0.0002378,0.0002378,0.0002378
91,73158.2,3.15286,2.17562,3.48396,0.17316,0.08333,0.13109,0.03338,3.3476,2.55594,3.83477,0.000218,0.000218,0.000218
92,73159.8,2.9267,2.14205,3.16411,0.17316,0.08333,0.13109,0.03338,3.3476,2.55594,3.83477,0.0001982,0.0001982,0.0001982
93,73161.5,3.49437,2.92214,2.928,0.17316,0.08333,0.13109,0.03338,3.3476,2.55594,3.83477,0.0001784,0.0001784,0.0001784
94,73163.1,3.07766,2.01952,3.36473,0.17316,0.08333,0.13109,0.03338,3.3476,2.55594,3.83477,0.0001586,0.0001586,0.0001586
95,73164.7,2.93149,1.92388,3.19611,0.17316,0.08333,0.13109,0.03338,3.3476,2.55594,3.83477,0.0001388,0.0001388,0.0001388
96,73166.5,3.12129,1.94487,3.3835,0.17316,0.08333,0.13109,0.03338,3.3476,2.55594,3.83477,0.000119,0.000119,0.000119
97,73168.1,3.12104,2.00512,3.3683,0.17316,0.08333,0.13109,0.03338,3.3476,2.55594,3.83477,9.92e-05,9.92e-05,9.92e-05
98,73169.8,3.06678,2.05284,3.16689,0.17316,0.08333,0.13109,0.03338,3.3476,2.55594,3.83477,7.94e-05,7.94e-05,7.94e-05
99,73171.5,3.13118,1.9605,3.26119,0.06763,0.16934,0.07922,0.02537,3.14875,2.3363,3.78119,5.96e-05,5.96e-05,5.96e-05
100,73173.2,3.21249,2.39719,3.41357,0.06763,0.16934,0.07922,0.02537,3.14875,2.3363,3.78119,3.98e-05,3.98e-05,3.98e-05
