epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,35.6201,0.95593,2.71575,0.96363,0.04,1,0.95669,0.75603,0.67303,2.50072,0.92896,0.000269312,0.000269312,0.000269312
18,38.434,1.03867,2.6445,0.97277,0.04,1,0.95669,0.75603,0.67303,2.50072,0.92896,0.000282778,0.000282778,0.000282778
19,40.3964,0.95662,2.60537,0.94184,0.04,1,0.96396,0.67048,0.71173,2.53632,0.93344,0.000295848,0.000295848,0.000295848
20,42.3379,1.22005,2.69128,1.01209,0.04,1,0.96396,0.67048,0.71173,2.53632,0.93344,0.000308522,0.000308522,0.000308522
21,44.3205,0.98348,2.68784,0.93756,0.04,1,0.96669,0.61882,0.77396,2.5532,0.95794,0.0003208,0.0003208,0.0003208
22,46.3848,1.07376,2.58035,0.97451,0.04,1,0.96669,0.61882,0.77396,2.5532,0.95794,0.000332682,0.000332682,0.000332682
23,48.4399,0.96693,2.64234,0.95447,0.04,1,0.98357,0.60069,0.82688,2.54699,0.96508,0.000344168,0.000344168,0.000344168
24,50.4124,1.13778,2.55301,0.96644,0.04,1,0.98357,0.60069,0.82688,2.54699,0.96508,0.000355258,0.000355258,0.000355258
25,52.3686,1.0958,2.5812,0.95589,0.04,1,0.98885,0.68295,0.79614,2.51888,0.94028,0.000365952,0.000365952,0.000365952
26,54.3508,1.13854,2.21269,1.0294,0.04,1,0.98885,0.68295,0.79614,2.51888,0.94028,0.00037625,0.00037625,0.00037625
27,56.483,1.02689,2.48027,0.94879,0.04,1,0.995,0.80444,0.62017,2.41812,0.87908,0.000386152,0.000386152,0.000386152
28,58.3974,1.06902,2.49501,0.96218,0.04,1,0.995,0.80444,0.62017,2.41812,0.87908,0.000395658,0.000395658,0.000395658
29,60.2667,1.05064,2.38523,0.9586,0.04,1,0.995,0.82651,0.63715,2.39351,0.87839,0.000404768,0.000404768,0.000404768
30,62.2152,1.09978,2.29908,0.95297,0.04,1,0.995,0.82651,0.63715,2.39351,0.87839,0.000413482,0.000413482,0.000413482
31,64.321,1.05142,2.29445,0.94114,0.04,1,0.995,0.78593,0.72468,2.43813,0.88645,0.0004218,0.0004218,0.0004218
32,66.2901,1.00618,2.3231,0.97045,0.04,1,0.995,0.78593,0.72468,2.43813,0.88645,0.000429722,0.000429722,0.000429722
33,68.1998,1.00834,1.99133,0.97968,0.04,1,0.98885,0.69361,0.83054,2.5055,0.92109,0.000437248,0.000437248,0.000437248
34,70.0146,1.03695,2.16837,0.95321,0.04,1,0.98885,0.69361,0.83054,2.5055,0.92109,0.000444378,0.000444378,0.000444378
35,71.8753,1.12188,2.10086,0.97365,0.04,1,0.995,0.67736,0.87795,2.52691,0.93966,0.000451112,0.000451112,0.000451112
36,73.7548,0.97127,2.00363,0.93882,0.04,1,0.995,0.67736,0.87795,2.52691,0.93966,0.00045745,0.00045745,0.00045745
37,75.7947,1.08577,2.08157,0.95695,0.04,1,0.995,0.70452,0.88701,2.47584,0.95829,0.000463392,0.000463392,0.000463392
38,77.6443,0.97342,1.83968,0.94921,0.04,1,0.995,0.70452,0.88701,2.47584,0.95829,0.000468938,0.000468938,0.000468938
39,79.5006,1.04243,1.82786,0.97386,0.04,1,0.995,0.77529,0.77295,2.40215,0.91617,0.000474088,0.000474088,0.000474088
40,81.5342,1.1616,2.07843,0.96278,0.04,1,0.995,0.77529,0.77295,2.40215,0.91617,0.000478842,0.000478842,0.000478842
41,83.442,1.01056,1.7903,0.93287,0.04,1,0.995,0.82926,0.71962,2.38541,0.91469,0.0004832,0.0004832,0.0004832
42,85.3122,1.05391,1.73507,0.95542,0.04,1,0.995,0.82926,0.71962,2.38541,0.91469,0.000487162,0.000487162,0.000487162
43,87.2886,1.07275,2.01801,0.95311,0.04,1,0.995,0.81623,0.73825,2.37044,0.92306,0.000490728,0.000490728,0.000490728
44,89.2724,1.14993,1.90667,0.94411,0.04,1,0.995,0.81623,0.73825,2.37044,0.92306,0.000493898,0.000493898,0.000493898
45,91.1273,0.98411,1.68811,0.93717,0.04,1,0.995,0.79405,0.80193,2.37717,0.93466,0.000496672,0.000496672,0.000496672
46,93.004,1.04181,1.67075,0.95178,0.04,1,0.995,0.79405,0.80193,2.37717,0.93466,0.00049905,0.00049905,0.00049905
47,94.8247,1.04044,1.64407,0.91807,0.04,1,0.995,0.75139,0.80236,2.39941,0.94186,0.000501032,0.000501032,0.000501032
48,96.6034,1.11632,1.31119,0.98953,0.04,1,0.995,0.75139,0.80236,2.39941,0.94186,0.000502618,0.000502618,0.000502618
49,98.6655,1.07314,1.70568,0.92911,0.04,1,0.995,0.79408,0.69531,2.40195,0.92381,0.000503808,0.000503808,0.000503808
50,100.523,1.06381,1.36278,0.95399,0.04,1,0.995,0.79408,0.69531,2.40195,0.92381,0.000504602,0.000504602,0.000504602
51,102.496,0.96897,1.34384,0.94264,0.04,1,0.995,0.84183,0.66219,2.38713,0.90947,0.000505,0.000505,0.000505
52,104.369,1.1472,1.25021,0.95684,0.04,1,0.995,0.84183,0.66219,2.38713,0.90947,0.000505002,0.000505002,0.000505002
53,106.172,0.94713,1.18099,0.94835,0.04,1,0.995,0.84183,0.66219,2.38713,0.90947,0.000504608,0.000504608,0.000504608
54,108.002,0.99795,1.22837,0.96647,0.04,1,0.995,0.82703,0.66415,2.34442,0.90608,0.000503818,0.000503818,0.000503818
55,109.8,0.91033,1.14046,0.90907,0.04,1,0.995,0.82703,0.66415,2.34442,0.90608,0.000502632,0.000502632,0.000502632
56,111.571,0.97329,1.19149,0.9372,0.04,1,0.995,0.82703,0.66415,2.34442,0.90608,0.00050105,0.00050105,0.00050105
57,113.463,0.98122,1.207,0.92218,0.04,1,0.98885,0.78968,0.70899,2.3194,0.91391,0.000499072,0.000499072,0.000499072
58,115.297,0.95076,1.27141,0.93937,0.04,1,0.98885,0.78968,0.70899,2.3194,0.91391,0.000496698,0.000496698,0.000496698
59,117.144,1.00538,1.16892,0.98668,0.04,1,0.98885,0.78968,0.70899,2.3194,0.91391,0.000493928,0.000493928,0.000493928
60,119.186,0.94461,1.21989,0.92912,0.04,1,0.995,0.7908,0.76446,2.27557,0.92418,0.000490762,0.000490762,0.000490762
61,121.24,0.96757,1.09624,0.94801,0.04,1,0.995,0.7908,0.76446,2.27557,0.92418,0.0004872,0.0004872,0.0004872
62,123.178,0.94991,1.104,0.92902,0.04,1,0.995,0.7908,0.76446,2.27557,0.92418,0.000483242,0.000483242,0.000483242
63,125.115,0.88767,1.04276,0.8995,0.04,1,0.995,0.81592,0.7458,2.18247,0.91258,0.000478888,0.000478888,0.000478888
64,127.532,0.89782,1.00065,0.90312,0.04,1,0.995,0.81592,0.7458,2.18247,0.91258,0.000474138,0.000474138,0.000474138
65,129.687,1.05707,1.05362,0.93223,0.04,1,0.995,0.81592,0.7458,2.18247,0.91258,0.000468992,0.000468992,0.000468992
66,132.075,0.89288,0.90636,0.94155,0.04,1,0.995,0.87392,0.61197,2.09215,0.88325,0.00046345,0.00046345,0.00046345
67,134.126,0.99913,1.25952,0.91463,0.04,1,0.995,0.87392,0.61197,2.09215,0.88325,0.000457512,0.000457512,0.000457512
68,136.133,0.9052,1.01823,0.90997,0.04,1,0.995,0.87392,0.61197,2.09215,0.88325,0.000451178,0.000451178,0.000451178
69,138.098,0.88411,1.07486,0.93041,0.07637,1,0.995,0.87742,0.56788,2.0313,0.87175,0.000444448,0.000444448,0.000444448
70,139.921,0.89232,0.98639,0.92971,0.07637,1,0.995,0.87742,0.56788,2.0313,0.87175,0.000437322,0.000437322,0.000437322
71,141.904,0.98919,0.98506,0.91125,0.07637,1,0.995,0.87742,0.56788,2.0313,0.87175,0.0004298,0.0004298,0.0004298
72,143.895,0.90264,1.09676,0.91312,0.79444,1,0.995,0.85093,0.56127,1.95348,0.8745,0.000421882,0.000421882,0.000421882
73,145.818,0.90046,0.99397,0.92579,0.79444,1,0.995,0.85093,0.56127,1.95348,0.8745,0.000413568,0.000413568,0.000413568
74,147.784,0.92675,0.95568,0.94185,0.79444,1,0.995,0.85093,0.56127,1.95348,0.8745,0.000404858,0.000404858,0.000404858
75,149.622,0.92248,0.98255,0.92947,0.99763,1,0.995,0.85695,0.62857,1.90729,0.88614,0.000395752,0.000395752,0.000395752
76,151.481,0.88545,0.85763,0.93451,0.99763,1,0.995,0.85695,0.62857,1.90729,0.88614,0.00038625,0.00038625,0.00038625
77,153.304,0.84229,0.92341,0.92295,0.99763,1,0.995,0.85695,0.62857,1.90729,0.88614,0.000376352,0.000376352,0.000376352
78,155.24,0.8272,0.83065,0.89376,1,0.95976,0.995,0.82127,0.64417,1.85883,0.88954,0.000366058,0.000366058,0.000366058
79,157.03,0.92943,0.83124,0.97536,1,0.95976,0.995,0.82127,0.64417,1.85883,0.88954,0.000355368,0.000355368,0.000355368
80,158.953,0.84959,0.856,0.94307,1,0.95976,0.995,0.82127,0.64417,1.85883,0.88954,0.000344282,0.000344282,0.000344282
81,160.961,0.97652,0.97112,0.9092,1,0.92455,0.995,0.85921,0.58509,1.77487,0.88338,0.0003328,0.0003328,0.0003328
82,162.764,0.79309,0.79601,0.96254,1,0.92455,0.995,0.85921,0.58509,1.77487,0.88338,0.000320922,0.000320922,0.000320922
83,164.624,0.82351,0.76555,0.90071,1,0.92455,0.995,0.85921,0.58509,1.77487,0.88338,0.000308648,0.000308648,0.000308648
84,166.63,0.83121,0.84731,0.92687,1,0.93167,0.995,0.86189,0.58783,1.7123,0.88342,0.000295978,0.000295978,0.000295978
85,168.708,0.94573,0.93894,0.91876,1,0.93167,0.995,0.86189,0.58783,1.7123,0.88342,0.000282912,0.000282912,0.000282912
86,170.472,0.81251,0.77526,0.93338,1,0.93167,0.995,0.86189,0.58783,1.7123,0.88342,0.00026945,0.00026945,0.00026945
87,172.316,0.80259,0.84642,0.93968,1,0.93167,0.995,0.86189,0.58783,1.7123,0.88342,0.000255592,0.000255592,0.000255592
88,174.274,0.88046,0.79868,0.92945,1,0.94404,0.995,0.86856,0.57063,1.63799,0.88183,0.000241338,0.000241338,0.000241338
89,176.23,0.86663,0.92998,0.91741,1,0.94404,0.995,0.86856,0.57063,1.63799,0.88183,0.000226688,0.000226688,0.000226688
90,178.154,0.80205,0.80856,0.91288,1,0.94404,0.995,0.86856,0.57063,1.63799,0.88183,0.000211642,0.000211642,0.000211642
91,179.88,0.93507,0.77726,0.93399,1,0.94404,0.995,0.86856,0.57063,1.63799,0.88183,0.0001962,0.0001962,0.0001962
92,181.705,0.79519,0.7928,0.89947,1,0.96701,0.995,0.9006,0.53992,1.54679,0.87485,0.000180362,0.000180362,0.000180362
93,183.448,0.79788,0.71651,0.90767,1,0.96701,0.995,0.9006,0.53992,1.54679,0.87485,0.000164128,0.000164128,0.000164128
94,185.259,0.84628,0.75293,0.90051,1,0.96701,0.995,0.9006,0.53992,1.54679,0.87485,0.000147498,0.000147498,0.000147498
95,187.048,0.87605,0.73891,0.89395,1,0.96701,0.995,0.9006,0.53992,1.54679,0.87485,0.000130472,0.000130472,0.000130472
96,188.902,0.79031,0.74323,0.91159,1,0.97222,0.995,0.90323,0.51232,1.44656,0.86949,0.00011305,0.00011305,0.00011305
97,190.722,0.76803,0.70459,0.86889,1,0.97222,0.995,0.90323,0.51232,1.44656,0.86949,9.5232e-05,9.5232e-05,9.5232e-05
98,192.498,0.75561,0.70257,0.87164,1,0.97222,0.995,0.90323,0.51232,1.44656,0.86949,7.7018e-05,7.7018e-05,7.7018e-05
99,194.293,0.83505,0.7549,0.90862,1,0.97222,0.995,0.90323,0.51232,1.44656,0.86949,5.8408e-05,5.8408e-05,5.8408e-05
100,196.101,0.7215,0.67573,0.88631,1,0.98557,0.995,0.90323,0.50054,1.35652,0.86694,3.9402e-05,3.9402e-05,3.9402e-05
